CustomerID,AccountAgeMonths,LastPurchaseDays,TotalOrders,TotalSpend,AvgOrderValue,AppLogins30d,WishlistItems,CartAbandonments,DiscountUsage,GeneratedAt,Recency,Frequency,Monetary,EngagementScore,Segment,ChurnRisk,CLV,RecommendedAction,ProcessedAt
C02171,33,2,20,52556,2627,10,27,1,High,2026-04-08 11:19:01,2,20,52556,13.0,0,Low,1051120,VIP Treatment,2026-04-09 12:57:04
C02172,34,18,48,164812,3433,3,22,1,High,2026-04-08 11:19:01,18,48,164812,9.200000000000001,2,Low,7910976,Loyalty Program,2026-04-09 12:57:04
C02173,46,1,50,106787,2135,20,23,1,High,2026-04-08 11:19:01,1,50,106787,16.200000000000003,2,Low,5339350,Loyalty Program,2026-04-09 12:57:04
C02174,52,233,20,39456,1972,4,29,3,High,2026-04-08 11:19:01,233,20,39456,10.200000000000001,1,Medium,789120,VIP Treatment,2026-04-09 12:57:04
C02175,11,9,6,6710,1118,18,19,4,Medium,2026-04-08 11:19:01,9,6,6710,13.4,0,Low,40260,Regular Engagement,2026-04-09 12:57:04
C02176,56,9,20,51691,2584,14,1,1,Medium,2026-04-08 11:19:01,9,20,51691,9.4,0,Low,1033820,VIP Treatment,2026-04-09 12:57:04
C02177,40,5,27,24647,912,19,11,3,Medium,2026-04-08 11:19:01,5,27,24647,12.600000000000001,0,Low,665469,VIP Treatment,2026-04-09 12:57:04
C02178,5,2,4,8185,2046,16,14,1,Low,2026-04-08 11:19:01,2,4,8185,12.8,0,Low,32740,Regular Engagement,2026-04-09 12:57:04
C02179,53,6,38,79829,2100,18,25,3,High,2026-04-08 11:19:01,6,38,79829,15.0,2,Low,3033502,Loyalty Program,2026-04-09 12:57:04
C02180,47,4,26,37414,1439,18,24,0,Low,2026-04-08 11:19:01,4,26,37414,16.0,0,Low,972764,VIP Treatment,2026-04-09 12:57:04
C02181,38,8,54,176813,3274,18,2,0,High,2026-04-08 11:20:01,8,54,176813,11.600000000000001,2,Low,9547902,Loyalty Program,2026-04-09 12:57:04
C02182,44,48,67,114752,1712,11,6,0,Low,2026-04-08 11:20:01,48,67,114752,9.600000000000001,2,Medium,7688384,Loyalty Program,2026-04-09 12:57:04
C02183,18,13,5,7727,1545,24,9,2,Low,2026-04-08 11:20:01,13,5,7727,14.600000000000001,0,Low,38635,Regular Engagement,2026-04-09 12:57:04
C02184,50,1,35,121199,3462,18,20,1,Low,2026-04-08 11:20:01,1,35,121199,14.799999999999999,2,Low,4241965,Loyalty Program,2026-04-09 12:57:04
C02185,38,2,49,70079,1430,12,16,4,Low,2026-04-08 11:20:01,2,49,70079,10.4,2,Low,3433871,Loyalty Program,2026-04-09 12:57:04
C02186,6,4,9,9947,1105,18,15,4,Medium,2026-04-08 11:20:01,4,9,9947,12.6,0,Low,89523,VIP Treatment,2026-04-09 12:57:04
C02187,40,9,47,143484,3052,12,6,4,Low,2026-04-08 11:20:01,9,47,143484,8.400000000000002,2,Low,6743748,Loyalty Program,2026-04-09 12:57:04
C02188,28,50,10,18094,1809,10,15,0,Medium,2026-04-08 11:20:01,50,10,18094,11.0,0,Medium,180940,VIP Treatment,2026-04-09 12:57:04
C02189,26,10,6,11890,1981,13,16,0,Low,2026-04-08 11:20:01,10,6,11890,12.4,0,Low,71340,VIP Treatment,2026-04-09 12:57:04
C02190,52,7,51,175173,3434,23,14,1,Low,2026-04-08 11:20:01,7,51,175173,15.600000000000001,2,Low,8933823,Loyalty Program,2026-04-09 12:57:04
C02191,21,20,12,31672,2639,3,19,4,Low,2026-04-08 11:21:01,20,12,31672,7.4,0,Low,380064,VIP Treatment,2026-04-09 12:57:04
C02192,10,39,5,12049,2409,5,18,2,Low,2026-04-08 11:21:01,39,5,12049,8.8,0,Medium,60245,VIP Treatment,2026-04-09 12:57:04
C02193,30,1,29,29895,1030,14,6,2,Medium,2026-04-08 11:21:01,1,29,29895,10.0,0,Low,866955,VIP Treatment,2026-04-09 12:57:04
C02194,40,12,52,126979,2441,19,25,0,Low,2026-04-08 11:21:01,12,52,126979,16.6,2,Low,6602908,Loyalty Program,2026-04-09 12:57:04
C02195,27,10,8,23347,2918,14,3,4,Medium,2026-04-08 11:21:01,10,8,23347,8.600000000000001,0,Low,186776,VIP Treatment,2026-04-09 12:57:04
C02196,41,40,64,178952,2796,5,22,2,High,2026-04-08 11:21:01,40,64,178952,9.600000000000001,2,Medium,11452928,Loyalty Program,2026-04-09 12:57:04
C02197,3,5,9,24381,2709,14,16,3,High,2026-04-08 11:21:01,5,9,24381,11.600000000000001,0,Low,219429,VIP Treatment,2026-04-09 12:57:04
C02198,24,2,5,15412,3082,13,29,4,Medium,2026-04-08 11:21:01,2,5,15412,13.4,0,Low,77060,VIP Treatment,2026-04-09 12:57:04
C02199,48,22,23,38230,1662,11,12,2,Medium,2026-04-08 11:21:01,22,23,38230,10.0,0,Low,879290,VIP Treatment,2026-04-09 12:57:04
C02200,28,152,42,137615,3276,0,12,9,High,2026-04-08 11:21:01,152,42,137615,2.8000000000000003,2,Medium,5779830,Loyalty Program,2026-04-09 12:57:04
C02201,27,13,20,65041,3252,13,14,0,Medium,2026-04-08 11:22:01,13,20,65041,12.0,0,Low,1300820,VIP Treatment,2026-04-09 12:57:04
C02202,56,27,21,40276,1917,9,10,3,High,2026-04-08 11:22:01,27,21,40276,8.4,0,Low,845796,VIP Treatment,2026-04-09 12:57:04
C02203,19,224,19,30026,1580,1,15,3,Medium,2026-04-08 11:22:01,224,19,30026,6.2,1,Medium,570494,VIP Treatment,2026-04-09 12:57:04
C02204,1,7,2,4474,2237,16,5,0,Low,2026-04-08 11:22:01,7,2,4474,11.4,0,Low,8948,Regular Engagement,2026-04-09 12:57:04
C02205,44,7,20,34463,1723,13,12,2,Low,2026-04-08 11:22:01,7,20,34463,10.8,0,Low,689260,VIP Treatment,2026-04-09 12:57:04
C02206,12,8,28,85515,3054,21,24,1,Low,2026-04-08 11:22:01,8,28,85515,16.8,0,Low,2394420,VIP Treatment,2026-04-09 12:57:04
C02207,56,58,44,81166,1844,8,28,0,Low,2026-04-08 11:22:01,58,44,81166,12.8,2,Medium,3571304,Loyalty Program,2026-04-09 12:57:04
C02208,37,41,38,115112,3029,6,18,0,Low,2026-04-08 11:22:01,41,38,115112,10.0,2,Medium,4374256,Loyalty Program,2026-04-09 12:57:04
C02209,25,44,27,77249,2861,8,16,0,Low,2026-04-08 11:22:01,44,27,77249,10.4,0,Medium,2085723,VIP Treatment,2026-04-09 12:57:04
C02210,17,24,13,15887,1222,10,11,2,Low,2026-04-08 11:22:01,24,13,15887,9.4,0,Low,206531,VIP Treatment,2026-04-09 12:57:04
C02211,58,7,64,135309,2114,18,0,1,Medium,2026-04-08 11:23:01,7,64,135309,10.8,2,Low,8659776,Loyalty Program,2026-04-09 12:57:04
C02212,55,37,24,72572,3023,5,14,1,Low,2026-04-08 11:23:01,37,24,72572,8.4,0,Medium,1741728,VIP Treatment,2026-04-09 12:57:04
C02213,26,1,26,54622,2100,24,21,0,Medium,2026-04-08 11:23:01,1,26,54622,17.8,0,Low,1420172,VIP Treatment,2026-04-09 12:57:04
C02214,4,3,2,6278,3139,10,20,0,High,2026-04-08 11:23:01,3,2,6278,12.0,0,Low,12556,Regular Engagement,2026-04-09 12:57:04
C02215,39,1,10,8390,839,15,13,2,Medium,2026-04-08 11:23:01,1,10,8390,11.8,0,Low,83900,VIP Treatment,2026-04-09 12:57:04
C02216,51,32,28,78159,2791,11,14,2,Medium,2026-04-08 11:23:01,32,28,78159,10.400000000000002,0,Medium,2188452,VIP Treatment,2026-04-09 12:57:04
C02217,44,41,22,63912,2905,3,11,4,High,2026-04-08 11:23:01,41,22,63912,5.800000000000001,0,Medium,1406064,VIP Treatment,2026-04-09 12:57:04
C02218,10,14,16,18520,1157,21,9,3,Low,2026-04-08 11:23:01,14,16,18520,13.000000000000002,0,Low,296320,VIP Treatment,2026-04-09 12:57:04
C02219,54,1,7,17867,2552,18,27,2,Medium,2026-04-08 11:23:01,1,7,17867,15.8,0,Low,125069,VIP Treatment,2026-04-09 12:57:04
C02220,41,5,31,104963,3385,19,9,3,High,2026-04-08 11:23:01,5,31,104963,12.200000000000001,2,Low,3253853,Loyalty Program,2026-04-09 12:57:04
C02221,49,20,57,65396,1147,7,19,2,Low,2026-04-08 11:24:01,20,57,65396,9.8,2,Low,3727572,Loyalty Program,2026-04-09 12:57:04
C02222,11,30,12,13070,1089,3,12,2,Low,2026-04-08 11:24:01,30,12,13070,6.800000000000001,0,Low,156840,VIP Treatment,2026-04-09 12:57:04
C02223,9,5,2,5713,2856,24,18,3,Low,2026-04-08 11:24:01,5,2,5713,16.0,0,Low,11426,Regular Engagement,2026-04-09 12:57:04
C02224,57,13,77,174072,2260,13,12,4,Low,2026-04-08 11:24:01,13,77,174072,10.0,2,Low,13403544,Loyalty Program,2026-04-09 12:57:04
C02225,54,1,31,39839,1285,19,23,1,High,2026-04-08 11:24:01,1,31,39839,15.8,0,Low,1235009,VIP Treatment,2026-04-09 12:57:04
C02226,22,10,23,42600,1852,10,18,0,Medium,2026-04-08 11:24:01,10,23,42600,11.6,0,Low,979800,VIP Treatment,2026-04-09 12:57:04
C02227,54,159,115,158423,1377,3,2,5,Medium,2026-04-08 11:24:01,159,115,158423,3.6,2,Medium,18218645,Loyalty Program,2026-04-09 12:57:04
C02228,53,6,105,365176,3477,17,16,3,Low,2026-04-08 11:24:01,6,105,365176,12.8,2,Low,38343480,Loyalty Program,2026-04-09 12:57:04
C02229,13,25,37,38320,1035,9,10,3,Low,2026-04-08 11:24:01,25,37,38320,8.4,0,Low,1417840,VIP Treatment,2026-04-09 12:57:04
C02230,3,12,10,28862,2886,10,2,3,Low,2026-04-08 11:24:01,12,10,28862,7.200000000000001,0,Low,288620,VIP Treatment,2026-04-09 12:57:04
C02231,25,38,15,16460,1097,3,20,0,Low,2026-04-08 11:25:00,38,15,16460,9.2,0,Medium,246900,VIP Treatment,2026-04-09 12:57:04
C02232,50,14,40,84750,2118,22,9,3,Low,2026-04-08 11:25:00,14,40,84750,13.400000000000002,2,Low,3390000,Loyalty Program,2026-04-09 12:57:04
C02233,48,210,23,29951,1302,3,3,5,Low,2026-04-08 11:25:00,210,23,29951,3.8000000000000003,1,Medium,688873,VIP Treatment,2026-04-09 12:57:04
C02234,57,13,8,9812,1226,21,13,1,Low,2026-04-08 11:25:00,13,8,9812,14.6,0,Low,78496,VIP Treatment,2026-04-09 12:57:04
C02235,18,4,12,23983,1998,12,18,1,Medium,2026-04-08 11:25:00,4,12,23983,12.0,0,Low,287796,VIP Treatment,2026-04-09 12:57:04
C02236,7,7,3,4166,1388,19,4,1,Low,2026-04-08 11:25:00,7,3,4166,12.0,0,Low,12498,Regular Engagement,2026-04-09 12:57:04
C02237,58,8,48,88250,1838,10,4,0,Medium,2026-04-08 11:25:00,8,48,88250,8.8,2,Low,4236000,Loyalty Program,2026-04-09 12:57:04
C02238,44,2,44,56797,1290,10,25,4,Medium,2026-04-08 11:25:00,2,44,56797,11.4,0,Low,2499068,VIP Treatment,2026-04-09 12:57:04
C02239,4,2,3,9385,3128,12,15,1,High,2026-04-08 11:25:00,2,3,9385,11.4,0,Low,28155,Regular Engagement,2026-04-09 12:57:04
C02240,34,31,12,17973,1497,9,26,0,Medium,2026-04-08 11:25:00,31,12,17973,12.8,0,Medium,215676,VIP Treatment,2026-04-09 12:57:04
C02241,55,24,56,66855,1193,9,17,0,High,2026-04-08 11:26:01,24,56,66855,11.0,2,Low,3743880,Loyalty Program,2026-04-09 12:57:04
C02242,33,119,15,39963,2664,0,12,8,Medium,2026-04-08 11:26:01,119,15,39963,3.2,1,Medium,599445,VIP Treatment,2026-04-09 12:57:04
C02243,29,7,27,61597,2281,10,15,3,Medium,2026-04-08 11:26:01,7,27,61597,9.8,0,Low,1663119,VIP Treatment,2026-04-09 12:57:04
C02244,42,6,18,49422,2745,15,11,3,Low,2026-04-08 11:26:01,6,18,49422,11.0,0,Low,889596,VIP Treatment,2026-04-09 12:57:04
C02245,3,25,10,8933,893,10,17,0,Low,2026-04-08 11:26:01,25,10,8933,11.4,0,Low,89330,VIP Treatment,2026-04-09 12:57:04
C02246,2,189,4,4038,1009,0,23,8,Medium,2026-04-08 11:26:01,189,4,4038,5.4,1,High,16152,Retention Campaign,2026-04-09 12:57:04
C02247,42,46,41,140346,3423,5,5,2,Medium,2026-04-08 11:26:01,46,41,140346,6.2,2,Medium,5754186,Loyalty Program,2026-04-09 12:57:04
C02248,49,34,5,4135,827,5,4,0,Low,2026-04-08 11:26:01,34,5,4135,6.8,0,Medium,20675,Regular Engagement,2026-04-09 12:57:04
C02249,8,10,18,16260,903,23,20,3,Medium,2026-04-08 11:26:01,10,18,16260,16.0,0,Low,292680,VIP Treatment,2026-04-09 12:57:04
C02250,46,216,79,181122,2292,0,21,4,Low,2026-04-08 11:26:01,216,79,181122,6.6000000000000005,2,Medium,14308638,Loyalty Program,2026-04-09 12:57:04
C02251,28,29,10,26170,2617,7,3,1,Medium,2026-04-08 11:27:01,29,10,26170,7.0,0,Low,261700,VIP Treatment,2026-04-09 12:57:04
C02252,33,205,14,47709,3407,4,6,8,Medium,2026-04-08 11:27:01,205,14,47709,3.6000000000000005,1,Medium,667926,VIP Treatment,2026-04-09 12:57:04
C02253,30,12,40,124906,3122,11,24,1,Medium,2026-04-08 11:27:01,12,40,124906,12.8,2,Low,4996240,Loyalty Program,2026-04-09 12:57:04
C02254,10,124,6,8264,1377,1,12,9,Low,2026-04-08 11:27:01,124,6,8264,3.2,1,Medium,49584,Regular Engagement,2026-04-09 12:57:04
C02255,3,14,9,28376,3152,10,13,2,Medium,2026-04-08 11:27:01,14,9,28376,9.8,0,Low,255384,VIP Treatment,2026-04-09 12:57:04
C02256,38,2,32,45263,1414,15,14,0,High,2026-04-08 11:27:01,2,32,45263,12.8,0,Low,1448416,VIP Treatment,2026-04-09 12:57:04
C02257,57,18,82,103607,1263,8,1,4,Medium,2026-04-08 11:27:01,18,82,103607,5.800000000000001,2,Low,8495774,Loyalty Program,2026-04-09 12:57:04
C02258,21,215,19,46258,2434,1,29,4,Low,2026-04-08 11:27:01,215,19,46258,8.600000000000001,1,Medium,878902,VIP Treatment,2026-04-09 12:57:04
C02259,14,36,11,14653,1332,9,29,0,Low,2026-04-08 11:27:01,36,11,14653,13.4,0,Medium,161183,VIP Treatment,2026-04-09 12:57:04
C02260,19,5,20,56048,2802,11,0,3,Medium,2026-04-08 11:27:01,5,20,56048,7.200000000000001,0,Low,1120960,VIP Treatment,2026-04-09 12:57:04
C02261,21,25,14,21132,1509,11,0,3,High,2026-04-08 11:28:01,25,14,21132,7.200000000000001,0,Low,295848,VIP Treatment,2026-04-09 12:57:04
C02262,46,10,17,17454,1026,15,24,0,Low,2026-04-08 11:28:01,10,17,17454,14.8,0,Low,296718,VIP Treatment,2026-04-09 12:57:04
C02263,11,29,13,16212,1247,10,22,1,Medium,2026-04-08 11:28:01,29,13,16212,12.0,0,Low,210756,VIP Treatment,2026-04-09 12:57:04
C02264,7,10,9,9548,1060,12,19,4,Medium,2026-04-08 11:28:01,10,9,9548,11.000000000000002,0,Low,85932,VIP Treatment,2026-04-09 12:57:04
C02265,23,131,10,10029,1002,0,29,9,High,2026-04-08 11:28:01,131,10,10029,6.200000000000001,1,Medium,100290,VIP Treatment,2026-04-09 12:57:04
C02266,2,4,4,15169,3792,16,23,0,Low,2026-04-08 11:28:01,4,4,15169,15.0,0,Low,60676,VIP Treatment,2026-04-09 12:57:04
C02267,37,82,20,37412,1870,0,4,3,Low,2026-04-08 11:28:01,82,20,37412,3.6000000000000005,0,Medium,748240,VIP Treatment,2026-04-09 12:57:04
C02268,28,2,17,24280,1428,10,16,0,High,2026-04-08 11:28:01,2,17,24280,11.2,0,Low,412760,VIP Treatment,2026-04-09 12:57:04
C02269,15,9,7,11129,1589,14,24,2,High,2026-04-08 11:28:01,9,7,11129,13.600000000000001,0,Low,77903,VIP Treatment,2026-04-09 12:57:04
C02270,15,64,15,49466,3297,0,28,7,Low,2026-04-08 11:28:01,64,15,49466,6.800000000000001,0,Medium,741990,VIP Treatment,2026-04-09 12:57:04
C02271,25,121,34,96792,2846,3,13,6,Low,2026-04-08 11:29:01,121,34,96792,5.4,1,Medium,3290928,VIP Treatment,2026-04-09 12:57:04
C02272,59,9,18,18837,1046,20,9,0,Low,2026-04-08 11:29:01,9,18,18837,13.8,0,Low,339066,VIP Treatment,2026-04-09 12:57:04
C02273,1,4,8,26293,3286,17,3,3,Medium,2026-04-08 11:29:01,4,8,26293,10.200000000000001,0,Low,210344,VIP Treatment,2026-04-09 12:57:04
C02274,10,3,17,32012,1883,15,19,2,High,2026-04-08 11:29:01,3,17,32012,13.0,0,Low,544204,VIP Treatment,2026-04-09 12:57:04
C02275,53,14,58,151911,2619,24,0,3,High,2026-04-08 11:29:01,14,58,151911,12.400000000000002,2,Low,8810838,Loyalty Program,2026-04-09 12:57:04
C02276,58,13,42,103361,2460,11,2,0,Medium,2026-04-08 11:29:01,13,42,103361,8.8,2,Low,4341162,Loyalty Program,2026-04-09 12:57:04
C02277,13,13,12,35196,2933,10,12,3,High,2026-04-08 11:29:01,13,12,35196,9.200000000000001,0,Low,422352,VIP Treatment,2026-04-09 12:57:04
C02278,47,7,28,69353,2476,16,0,2,Low,2026-04-08 11:29:01,7,28,69353,9.600000000000001,0,Low,1941884,VIP Treatment,2026-04-09 12:57:04
C02279,47,31,61,58017,951,5,2,1,Low,2026-04-08 11:29:01,31,61,58017,6.0,2,Medium,3539037,Loyalty Program,2026-04-09 12:57:04
C02280,52,7,27,55923,2071,23,27,4,Medium,2026-04-08 11:29:01,7,27,55923,17.0,0,Low,1509921,VIP Treatment,2026-04-09 12:57:04
C02281,38,2,24,25614,1067,20,21,1,High,2026-04-08 11:30:01,2,24,25614,15.799999999999999,0,Low,614736,VIP Treatment,2026-04-09 12:57:04
C02282,18,36,39,35566,911,6,6,4,Low,2026-04-08 11:30:01,36,39,35566,6.000000000000001,0,Medium,1387074,VIP Treatment,2026-04-09 12:57:04
C02283,7,7,15,22543,1502,14,8,3,Medium,2026-04-08 11:30:01,7,15,22543,10.000000000000002,0,Low,338145,VIP Treatment,2026-04-09 12:57:04
C02284,22,59,37,121890,3294,3,16,0,Low,2026-04-08 11:30:01,59,37,121890,8.4,2,Medium,4509930,Loyalty Program,2026-04-09 12:57:04
C02285,1,10,7,17137,2448,13,1,2,Low,2026-04-08 11:30:01,10,7,17137,8.600000000000001,0,Low,119959,VIP Treatment,2026-04-09 12:57:04
C02286,10,11,10,21457,2145,18,20,2,Low,2026-04-08 11:30:01,11,10,21457,14.399999999999999,0,Low,214570,VIP Treatment,2026-04-09 12:57:04
C02287,28,39,19,23545,1239,10,21,0,High,2026-04-08 11:30:01,39,19,23545,12.2,0,Medium,447355,VIP Treatment,2026-04-09 12:57:04
C02288,33,13,16,16840,1052,18,24,1,Low,2026-04-08 11:30:01,13,16,16840,15.6,0,Low,269440,VIP Treatment,2026-04-09 12:57:04
C02289,51,8,62,190988,3080,10,24,0,Medium,2026-04-08 11:30:01,8,62,190988,12.8,2,Low,11841256,Loyalty Program,2026-04-09 12:57:04
C02290,6,1,10,16885,1688,11,24,0,Low,2026-04-08 11:30:01,1,10,16885,13.200000000000001,0,Low,168850,VIP Treatment,2026-04-09 12:57:04
C02291,58,44,41,120781,2945,9,21,4,Low,2026-04-08 11:31:01,44,41,120781,10.200000000000001,2,Medium,4952021,Loyalty Program,2026-04-09 12:57:04
C02292,26,212,24,82068,3419,2,10,6,High,2026-04-08 11:31:01,212,24,82068,4.4,1,Medium,1969632,VIP Treatment,2026-04-09 12:57:04
C02293,9,10,15,27768,1851,15,25,0,Low,2026-04-08 11:31:01,10,15,27768,15.0,0,Low,416520,VIP Treatment,2026-04-09 12:57:04
C02294,22,13,29,22228,766,10,15,1,Medium,2026-04-08 11:31:01,13,29,22228,10.6,0,Low,644612,VIP Treatment,2026-04-09 12:57:04
C02295,50,96,43,101074,2350,2,23,7,Low,2026-04-08 11:31:01,96,43,101074,6.6000000000000005,2,Medium,4346182,Loyalty Program,2026-04-09 12:57:04
C02296,36,204,38,86507,2276,0,27,5,Low,2026-04-08 11:31:01,204,38,86507,7.4,1,Medium,3287266,VIP Treatment,2026-04-09 12:57:04
C02297,42,13,40,131007,3275,16,26,2,Medium,2026-04-08 11:31:01,13,40,131007,14.8,2,Low,5240280,Loyalty Program,2026-04-09 12:57:04
C02298,6,69,3,6178,2059,1,14,7,Low,2026-04-08 11:31:01,69,3,6178,4.4,0,Medium,18534,Regular Engagement,2026-04-09 12:57:04
C02299,37,133,37,36077,975,4,0,5,High,2026-04-08 11:31:01,133,37,36077,3.6,1,Medium,1334849,VIP Treatment,2026-04-09 12:57:04
C02300,23,25,17,54897,3229,11,24,3,Medium,2026-04-08 11:31:01,25,17,54897,12.000000000000002,0,Low,933249,VIP Treatment,2026-04-09 12:57:04
C02301,19,43,9,12534,1392,3,7,1,Low,2026-04-08 11:32:01,43,9,12534,6.200000000000001,0,Medium,112806,VIP Treatment,2026-04-09 12:57:04
C02302,14,13,12,30542,2545,22,20,2,Medium,2026-04-08 11:32:01,13,12,30542,16.0,0,Low,366504,VIP Treatment,2026-04-09 12:57:04
C02303,7,6,14,46177,3298,21,14,3,Low,2026-04-08 11:32:01,6,14,46177,14.000000000000002,0,Low,646478,VIP Treatment,2026-04-09 12:57:04
C02304,22,13,19,17561,924,12,3,2,High,2026-04-08 11:32:01,13,19,17561,8.600000000000001,0,Low,333659,VIP Treatment,2026-04-09 12:57:04
C02305,43,31,30,75279,2509,4,5,0,Medium,2026-04-08 11:32:01,31,30,75279,6.6,0,Medium,2258370,VIP Treatment,2026-04-09 12:57:04
C02306,51,8,87,259001,2977,22,3,0,Low,2026-04-08 11:32:01,8,87,259001,13.4,2,Low,22533087,Loyalty Program,2026-04-09 12:57:04
C02307,1,29,1,4780,4780,6,29,1,Medium,2026-04-08 11:32:01,29,1,4780,11.8,0,Low,4780,Regular Engagement,2026-04-09 12:57:04
C02308,7,8,9,16302,1811,15,15,2,Low,2026-04-08 11:32:01,8,9,16302,12.2,0,Low,146718,VIP Treatment,2026-04-09 12:57:04
C02309,26,17,22,59870,2721,11,4,2,Low,2026-04-08 11:32:01,17,22,59870,8.4,0,Low,1317140,VIP Treatment,2026-04-09 12:57:04
C02310,20,18,21,34197,1628,11,12,1,Low,2026-04-08 11:32:01,18,21,34197,10.4,0,Low,718137,VIP Treatment,2026-04-09 12:57:04
C02311,28,40,27,68457,2535,9,28,2,High,2026-04-08 11:33:01,40,27,68457,12.400000000000002,0,Medium,1848339,VIP Treatment,2026-04-09 12:57:04
C02312,9,3,8,11920,1490,23,21,0,High,2026-04-08 11:33:01,3,8,11920,17.400000000000002,0,Low,95360,VIP Treatment,2026-04-09 12:57:04
C02313,17,7,5,6127,1225,19,28,2,Low,2026-04-08 11:33:01,7,5,6127,16.400000000000002,0,Low,30635,Regular Engagement,2026-04-09 12:57:04
C02314,45,19,20,50344,2517,9,23,0,Low,2026-04-08 11:33:01,19,20,50344,12.200000000000001,0,Low,1006880,VIP Treatment,2026-04-09 12:57:04
C02315,23,12,17,56581,3328,11,13,4,Medium,2026-04-08 11:33:01,12,17,56581,9.4,0,Low,961877,VIP Treatment,2026-04-09 12:57:04
C02316,25,3,25,67327,2693,15,23,1,Medium,2026-04-08 11:33:01,3,25,67327,14.200000000000001,0,Low,1683175,VIP Treatment,2026-04-09 12:57:04
C02317,11,37,5,14712,2942,6,5,0,Low,2026-04-08 11:33:01,37,5,14712,7.4,0,Medium,73560,VIP Treatment,2026-04-09 12:57:04
C02318,20,1,14,31391,2242,22,4,0,Medium,2026-04-08 11:33:01,1,14,31391,13.600000000000001,0,Low,439474,VIP Treatment,2026-04-09 12:57:04
C02319,30,1,12,32406,2700,21,13,3,Medium,2026-04-08 11:33:01,1,12,32406,13.8,0,Low,388872,VIP Treatment,2026-04-09 12:57:04
C02320,47,29,21,63280,3013,8,12,4,Medium,2026-04-08 11:33:01,29,21,63280,8.0,0,Low,1328880,VIP Treatment,2026-04-09 12:57:04
C02321,26,4,13,40862,3143,10,5,2,High,2026-04-08 11:34:01,4,13,40862,8.2,0,Low,531206,VIP Treatment,2026-04-09 12:57:04
C02322,28,15,35,43361,1238,3,16,1,Low,2026-04-08 11:34:01,15,35,43361,8.0,0,Low,1517635,VIP Treatment,2026-04-09 12:57:04
C02323,44,16,59,50766,860,6,27,3,Low,2026-04-08 11:34:01,16,59,50766,10.600000000000001,2,Low,2995194,Loyalty Program,2026-04-09 12:57:04
C02324,49,200,36,75112,2086,1,9,7,Low,2026-04-08 11:34:01,200,36,75112,3.4000000000000004,1,Medium,2704032,VIP Treatment,2026-04-09 12:57:04
C02325,29,10,10,25486,2548,15,17,4,Low,2026-04-08 11:34:01,10,10,25486,11.8,0,Low,254860,VIP Treatment,2026-04-09 12:57:04
C02326,24,1,25,79451,3178,21,20,3,Medium,2026-04-08 11:34:01,1,25,79451,15.200000000000001,0,Low,1986275,VIP Treatment,2026-04-09 12:57:04
C02327,19,2,22,46232,2101,16,1,2,Medium,2026-04-08 11:34:01,2,22,46232,9.8,0,Low,1017104,VIP Treatment,2026-04-09 12:57:04
C02328,3,127,8,26857,3357,0,15,6,Medium,2026-04-08 11:34:01,127,8,26857,4.6,1,Medium,214856,VIP Treatment,2026-04-09 12:57:04
C02329,15,52,9,25494,2832,9,24,4,Low,2026-04-08 11:34:01,52,9,25494,10.8,0,Medium,229446,VIP Treatment,2026-04-09 12:57:04
C02330,42,179,68,81981,1205,0,29,5,High,2026-04-08 11:34:01,179,68,81981,7.800000000000001,2,Medium,5574708,Loyalty Program,2026-04-09 12:57:04
C02331,48,14,21,59169,2817,24,2,0,Low,2026-04-08 11:35:01,14,21,59169,14.000000000000002,0,Low,1242549,VIP Treatment,2026-04-09 12:57:04
C02332,51,4,30,73576,2452,13,19,1,Medium,2026-04-08 11:35:01,4,30,73576,12.6,0,Low,2207280,VIP Treatment,2026-04-09 12:57:04
C02333,36,57,17,15433,907,4,24,4,Low,2026-04-08 11:35:01,57,17,15433,8.8,0,Medium,262361,VIP Treatment,2026-04-09 12:57:04
C02334,54,6,45,75917,1687,14,21,3,Low,2026-04-08 11:35:01,6,45,75917,12.600000000000001,2,Low,3416265,Loyalty Program,2026-04-09 12:57:04
C02335,6,70,11,9921,901,2,2,7,Low,2026-04-08 11:35:01,70,11,9921,2.4000000000000004,0,Medium,109131,VIP Treatment,2026-04-09 12:57:04
C02336,10,131,15,47047,3136,4,20,7,Low,2026-04-08 11:35:01,131,15,47047,6.8,1,Medium,705705,VIP Treatment,2026-04-09 12:57:04
C02337,52,49,8,13626,1703,11,11,1,Medium,2026-04-08 11:35:01,49,8,13626,10.200000000000001,0,Medium,109008,VIP Treatment,2026-04-09 12:57:04
C02338,32,20,21,32778,1560,6,23,1,Low,2026-04-08 11:35:01,20,21,32778,10.600000000000001,0,Low,688338,VIP Treatment,2026-04-09 12:57:04
C02339,10,96,14,29935,2138,3,5,9,Low,2026-04-08 11:35:01,96,14,29935,2.6,0,Medium,419090,VIP Treatment,2026-04-09 12:57:04
C02340,38,9,23,34333,1492,14,28,0,High,2026-04-08 11:35:01,9,23,34333,15.200000000000001,0,Low,789659,VIP Treatment,2026-04-09 12:57:04
C02341,16,26,11,22710,2064,4,8,1,Medium,2026-04-08 11:36:01,26,11,22710,6.800000000000001,0,Low,249810,VIP Treatment,2026-04-09 12:57:04
C02342,10,9,3,3903,1301,13,9,3,Medium,2026-04-08 11:36:01,9,3,3903,9.8,0,Low,11709,Regular Engagement,2026-04-09 12:57:04
